FAMILY,genus.species,FLOWER_SPECIES,DATE
Apidae,Bombus.bifarius,Hedysarum sulphurescens,15-Jul-14
Apidae,Bombus.bifarius,Lupinus sericeus,15-Jul-14
Apidae,Bombus.bifarius,Lupinus sericeus,15-Jul-14
Apidae,Bombus.bifarius,Lupinus sericeus,15-Jul-14
Apidae,Bombus.bifarius,Lupinus sericeus,15-Jul-14
Apidae,Bombus.occidentalis,Lupinus sericeus,15-Jul-14
Apidae,Bombus.bifarius,Lupinus sericeus,15-Jul-14
Apidae,Bombus.bifarius,Lupinus sericeus,15-Jul-14
Apidae,Bombus.mixtus,Hedysarum sulphurescens,15-Jul-14
Apidae,Bombus.bifarius,Hedysarum sulphurescens,15-Jul-14
Apidae,Bombus.bifarius,Hedysarum sulphurescens,15-Jul-14
Apidae,Bombus.bifarius,Lupinus sericeus,15-Jul-14
Apidae,Bombus.bifarius,Lupinus sericeus,15-Jul-14
Apidae,Bombus.appositus,Linaria dalmatica,15-Jul-14
Megachilidae,Osmia.bucephala,Lupinus sericeus,15-Jul-14
Megachilidae,Megachile.frigida,Hedysarum sulphurescens,15-Jul-14
Apidae,Bombus.bifarius,Lupinus sericeus,15-Jul-14
Megachilidae,Osmia.nigriventris,Hedysarum sulphurescens,15-Jul-14
Megachilidae,Osmia.montana.montana,Packera streptanthifolia,15-Jul-14
Megachilidae,Osmia.coloradensis,Packera streptanthifolia,15-Jul-14
Megachilidae,Ashmeadiella.pronitens,Packera streptanthifolia,15-Jul-14
Megachilidae,Megachile.frigida,Chamerion angustifolium,15-Jul-14
Megachilidae,Osmia.albolateralis,Hedysarum sulphurescens,15-Jul-14
Andrenidae,Andrena.miranda,Spiraea betulifolia,15-Jul-14
Megachilidae,Megachile.frigida,Hedysarum sulphurescens,15-Jul-14
Megachilidae,Megachile.gemula,Hedysarum sulphurescens,15-Jul-14
Halictidae,Lasioglossum.nigroviride,Achillea millefolium,15-Jul-14
Megachilidae,Hoplitis.albifrons.argentifrons,Chamerion angustifolium,15-Jul-14
Colletidae,Hylaeus.basalis,Rosa woodsii,15-Jul-14
Megachilidae,Ashmeadiella.cactorum,Chamerion angustifolium,15-Jul-14
Megachilidae,Osmia.nigrifrons,Hedysarum sulphurescens,15-Jul-14
Colletidae,Hylaeus.basalis,Hedysarum sulphurescens,15-Jul-14
Megachilidae,Megachile.melanophaea,Hedysarum sulphurescens,15-Jul-14
Colletidae,Hylaeus.modestus,Rosa woodsii,15-Jul-14
Andrenidae,Andrena.thaspii,Tragopogon dubius,15-Jul-14
Megachilidae,Hoplitis.albifrons.argentifrons,Chamerion angustifolium,15-Jul-14
Andrenidae,Andrena.vierecki,Spiraea betulifolia,15-Jul-14
Megachilidae,Osmia.pentstemonis,Potentilla glandulose,15-Jul-14
Megachilidae,Osmia.albolateralis,Melilotus officinalis,15-Jul-14
Halictidae,Lasioglossum.sedi,Melilotus officinalis,15-Jul-14
Colletidae,Colletes.kincaidii,Melilotus officinalis,15-Jul-14
Megachilidae,Hoplitis.albifrons.argentifrons,Melilotus officinalis,15-Jul-14
Colletidae,Colletes.fulgidus,Melilotus officinalis,15-Jul-14
Apidae,Melissodes.hymenoxidis,Gaillardia aristata,15-Jul-14
Apidae,Apis.mellifera,Verbascum thapsus,15-Jul-14
Halictidae,Agapostemon.virescens,Verbascum thapsus,15-Jul-14
Apidae,Anthophora.terminalis,Linaria dalmatica,15-Jul-14
Megachilidae,Osmia.albolateralis,Melilotus officinalis,15-Jul-14
Megachilidae,Osmia.albolateralis,Melilotus officinalis,15-Jul-14
Halictidae,Lasioglossum.marinense,Sisymbrium loeselii,15-Jul-14
Megachilidae,Megachile.frigida,Linaria dalmatica,15-Jul-14
Colletidae,Colletes.phaceliae,Melilotus officinalis,15-Jul-14
Colletidae,Colletes.phaceliae,Melilotus officinalis,15-Jul-14
Megachilidae,Osmia.pusilla,Melilotus officinalis,15-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,15-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,15-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,15-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,15-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,15-Jul-14
Apidae,Bombus.bifarius,Hedysarum sulphurescens,16-Jul-14
Apidae,Bombus.bifarius,Hedysarum sulphurescens,16-Jul-14
Apidae,Bombus.flavifrons,Linnaea borealis,16-Jul-14
Apidae,Bombus.flavifrons,Hedysarum sulphurescens,16-Jul-14
Apidae,Bombus.bifarius,Hedysarum sulphurescens,16-Jul-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,16-Jul-14
Apidae,Bombus.bifarius,Hedysarum sulphurescens,16-Jul-14
Apidae,Bombus.flavifrons,Hedysarum sulphurescens,16-Jul-14
Megachilidae,Coelioxys.modesta,Chamerion angustifolium,16-Jul-14
Andrenidae,Andrena.miranda,Rosa woodsii,16-Jul-14
Megachilidae,Hoplitis.albifrons.argentifrons,Chamerion angustifolium,16-Jul-14
Andrenidae,Andrena.miranda,Spiraea betulifolia,16-Jul-14
Megachilidae,Megachile.lapponica,Chamerion angustifolium,16-Jul-14
Megachilidae,Osmia.phaceliae,Hedysarum sulphurescens,16-Jul-14
Megachilidae,Hoplitis.albifrons.argentifrons,Chamerion angustifolium,16-Jul-14
Andrenidae,Andrena.miranda,Spiraea betulifolia,16-Jul-14
Megachilidae,Megachile.frigida,Hedysarum sulphurescens,16-Jul-14
Megachilidae,Osmia.albolateralis,Hedysarum sulphurescens,16-Jul-14
Megachilidae,Megachile.relativa,Chamerion angustifolium,16-Jul-14
Megachilidae,Megachile.lapponica,Hedysarum sulphurescens,16-Jul-14
Megachilidae,Hoplitis.fulgida.fulgida,Hedysarum sulphurescens,16-Jul-14
Andrenidae,Andrena.medionitens,Melilotus officinalis,16-Jul-14
Megachilidae,Osmia.pusilla,Melilotus officinalis,16-Jul-14
Megachilidae,Osmia.trevoris,Centaurea stoebe,16-Jul-14
Megachilidae,Heriades.carinatus,Melilotus officinalis,16-Jul-14
Andrenidae,Andrena.prunorum,Melilotus officinalis,16-Jul-14
Megachilidae,Osmia.pentstemonis,Melilotus officinalis,16-Jul-14
Megachilidae,Heriades.variolosa,Carduus nutans,16-Jul-14
Megachilidae,Osmia.albolateralis,Melilotus officinalis,16-Jul-14
Megachilidae,Anthidium.utahense,Melilotus officinalis,16-Jul-14
Megachilidae,Anthidium.utahense,Melilotus officinalis,16-Jul-14
Megachilidae,Anthidium.utahense,Melilotus officinalis,16-Jul-14
Andrenidae,Andrena.amphibola,Melilotus officinalis,16-Jul-14
Megachilidae,Osmia.pusilla,Melilotus officinalis,16-Jul-14
Colletidae,Hylaeus.leptocephalus,Melilotus officinalis,16-Jul-14
Colletidae,Hylaeus.mesillae.rudbeckiae,Apocynum androsaemifolium,16-Jul-14
Megachilidae,Anthidium.utahense,Melilotus officinalis,16-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,16-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,16-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,16-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,16-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,16-Jul-14
Apidae,Bombus.centralis,Carduus nutans,17-Jul-14
Apidae,Bombus.rufocinctus,Melilotus officinalis,17-Jul-14
Apidae,Bombus.bifarius,Melilotus officinalis,17-Jul-14
Apidae,Bombus.bifarius,Melilotus officinalis,17-Jul-14
Apidae,Bombus.bifarius,Melilotus officinalis,17-Jul-14
Apidae,Bombus.bifarius,Melilotus officinalis,17-Jul-14
Colletidae,Colletes.kincaidii,Melilotus officinalis,17-Jul-14
Colletidae,Hylaeus.wootoni,Achillea millefolium,17-Jul-14
Megachilidae,Anthidium.mormonum,Melilotus officinalis,17-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,17-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,17-Jul-14
Apidae,Anthophora.terminalis,Linaria dalmatica,17-Jul-14
Megachilidae,Heriades.cressoni,Melilotus officinalis,17-Jul-14
Halictidae,Lasioglossum.tenax,Heterotheca villosa,17-Jul-14
Megachilidae,Heriades.cressoni,Heterotheca villosa,17-Jul-14
Colletidae,Hylaeus.coloradensis,Cirsium arvense,17-Jul-14
Colletidae,Hylaeus.wootoni,Cirsium arvense,17-Jul-14
Colletidae,Hylaeus.wootoni,Cirsium arvense,17-Jul-14
Colletidae,Hylaeus.wootoni,Cirsium arvense,17-Jul-14
Colletidae,Hylaeus.coloradensis,Cirsium arvense,17-Jul-14
Colletidae,Colletes.kincaidii,Melilotus officinalis,17-Jul-14
Megachilidae,Hoplitis.hypocrita,Melilotus officinalis,17-Jul-14
Megachilidae,Ashmeadiella.cactorum,Melilotus officinalis,17-Jul-14
Megachilidae,Anthidium.utahense,Allium cernuum,17-Jul-14
Halictidae,Lasioglossum.marinense,Carduus nutans,17-Jul-14
Apidae,Ceratina.neomexicana,Carduus nutans,17-Jul-14
Megachilidae,Heriades.cressoni,Carduus nutans,17-Jul-14
Megachilidae,Osmia.albolateralis,Melilotus officinalis,17-Jul-14
Megachilidae,Anthidium.utahense,Melilotus officinalis,17-Jul-14
Apidae,Ceratina.neomexicana,Carduus nutans,17-Jul-14
Apidae,Bombus.flavifrons,Melilotus officinalis,17-Jul-14
Colletidae,Hylaeus.wootoni,Erigeron caespitosus,17-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,17-Jul-14
Megachilidae,Heriades.cressoni,Carduus nutans,17-Jul-14
Megachilidae,Heriades.cressoni,Allium cernuum,17-Jul-14
Halictidae,Lasioglossum.sp.F28,Allium cernuum,17-Jul-14
Megachilidae,Heriades.cressoni,Allium cernuum,17-Jul-14
Megachilidae,Heriades.cressoni,Allium cernuum,17-Jul-14
Megachilidae,Dianthidium.subparvum,Symphyotrichum ascendens,17-Jul-14
Megachilidae,Hoplitis.albifrons.argentifrons,Allium cernuum,17-Jul-14
Megachilidae,Heriades.cressoni,Allium cernuum,17-Jul-14
Megachilidae,Heriades.cressoni,Carduus nutans,17-Jul-14
Megachilidae,Megachile.montivaga,Carduus nutans,17-Jul-14
Megachilidae,Megachile.fidelis,Carduus nutans,17-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,17-Jul-14
Megachilidae,Osmia.aff.grindeliae,Melilotus officinalis,17-Jul-14
Megachilidae,Coelioxys.alternata,Melilotus officinalis,17-Jul-14
Megachilidae,Heriades.carinatus,Allium cernuum,17-Jul-14
Megachilidae,Heriades.variolosa,Symphyotrichum ascendens,17-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,17-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,17-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,17-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,17-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,17-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,17-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,17-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,17-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,17-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,17-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,17-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,17-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,17-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,17-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,17-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,17-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,17-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,17-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,17-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,17-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,17-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,17-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,17-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,17-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,17-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,17-Jul-14
Apidae,Anthophora.urbana,Melilotus officinalis,18-Jul-14
Megachilidae,Megachile.pugnata,Gaillardia aristata,18-Jul-14
Megachilidae,Megachile.angelarum,Campanula rotundifolia,18-Jul-14
Colletidae,Colletes.fulgidus,Melilotus officinalis,18-Jul-14
Halictidae,Halictus.ligatus,Agoseris glauca,18-Jul-14
Colletidae,Colletes.kincaidii,Melilotus officinalis,18-Jul-14
Colletidae,Colletes.phaceliae,Melilotus officinalis,18-Jul-14
Apidae,Anthophora.urbana,Melilotus officinalis,18-Jul-14
Apidae,Anthophora.terminalis,Linaria dalmatica,18-Jul-14
Apidae,Anthophora.terminalis,Lupinus sericeus,18-Jul-14
Colletidae,Colletes.phaceliae,Melilotus officinalis,18-Jul-14
Colletidae,Colletes.kincaidii,Melilotus officinalis,18-Jul-14
Colletidae,Colletes.phaceliae,Melilotus officinalis,18-Jul-14
Apidae,Anthophora.urbana,Cirsium undulatum,18-Jul-14
Apidae,Anthophora.terminalis,Cirsium undulatum,18-Jul-14
Megachilidae,Megachile.pugnata,Centaurea stoebe,18-Jul-14
Andrenidae,Andrena.prunorum,Melilotus officinalis,18-Jul-14
Colletidae,Colletes.phaceliae,Melilotus officinalis,18-Jul-14
Megachilidae,Megachile.perihirta,Lactuca tatarica,18-Jul-14
Apidae,Anthophora.terminalis,Lactuca tatarica,18-Jul-14
Apidae,Anthophora.terminalis,Linaria dalmatica,18-Jul-14
Apidae,Anthophora.urbana,Centaurea stoebe,18-Jul-14
Megachilidae,Osmia.albolateralis,Melilotus officinalis,18-Jul-14
Colletidae,Colletes.kincaidii,Melilotus officinalis,18-Jul-14
Colletidae,Colletes.kincaidii,Melilotus officinalis,18-Jul-14
Megachilidae,Megachile.frigida,Linaria dalmatica,18-Jul-14
Apidae,Apis.mellifera,Symphoricarpos albus,18-Jul-14
Apidae,Apis.mellifera,Symphoricarpos albus,18-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,18-Jul-14
Apidae,Anthophora.terminalis,Cirsium undulatum,25-Jul-14
Apidae,Nomada.sp.F3,Erigeron caespitosus,25-Jul-14
Megachilidae,Megachile.perihirta,Centaurea stoebe,25-Jul-14
Megachilidae,Osmia.coloradensis,Centaurea stoebe,25-Jul-14
Halictidae,Lasioglossum.aff.nevadense,Allium cernuum,25-Jul-14
Halictidae,Halictus.tripartitus,Erigeron caespitosus,25-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,25-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,25-Jul-14
Colletidae,Hylaeus.wootoni,Solidago spp.,25-Jul-14
Megachilidae,Megachile.apicalis,Centaurea stoebe,25-Jul-14
Megachilidae,Heriades.variolosa,Solidago multiradiata,25-Jul-14
Andrenidae,Andrena.amphibola,Melilotus officinalis,25-Jul-14
Megachilidae,Heriades.cressoni,Heterotheca villosa,25-Jul-14
Megachilidae,Heriades.cressoni,Heterotheca villosa,25-Jul-14
Halictidae,Lasioglossum.tenax,Erigeron caespitosus,25-Jul-14
Apidae,Melissodes.microsticta,Erigeron caespitosus,25-Jul-14
Megachilidae,Osmia.malina,Melilotus officinalis,24-Jul-14
Megachilidae,Osmia.phaceliae,Melilotus officinalis,24-Jul-14
Megachilidae,Heriades.cressoni,Allium cernuum,24-Jul-14
Apidae,Bombus.bifarius,Melilotus officinalis,24-Jul-14
Apidae,Bombus.rufocinctus,Allium cernuum,24-Jul-14
Colletidae,Colletes.kincaidii,Melilotus officinalis,24-Jul-14
Megachilidae,Heriades.cressoni,Symphyotrichum ascendens,24-Jul-14
Apidae,Bombus.rufocinctus,Melilotus officinalis,24-Jul-14
Apidae,Bombus.rufocinctus,Melilotus officinalis,24-Jul-14
Megachilidae,Anthidium.clypeodentatum,Astragalus convallarius,24-Jul-14
Megachilidae,Osmia.densa,Melilotus officinalis,24-Jul-14
Megachilidae,Osmia.albolateralis,Melilotus officinalis,24-Jul-14
Megachilidae,Osmia.inermis,Melilotus officinalis,24-Jul-14
Megachilidae,Heriades.carinatus,Allium cernuum,24-Jul-14
Apidae,Anthophora.terminalis,Carduus nutans,24-Jul-14
Megachilidae,Heriades.cressoni,Allium cernuum,24-Jul-14
Megachilidae,Megachile.perihirta,Symphoricarpos albus,24-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,24-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,24-Jul-14
Colletidae,Colletes.kincaidii,Melilotus officinalis,24-Jul-14
Apidae,Bombus.centralis,Carduus nutans,24-Jul-14
Megachilidae,Heriades.cressoni,Carduus nutans,24-Jul-14
Apidae,Apis.mellifera,Carduus nutans,24-Jul-14
Megachilidae,Heriades.cressoni,Carduus nutans,24-Jul-14
Megachilidae,Heriades.cressoni,Carduus nutans,24-Jul-14
Megachilidae,Heriades.variolosa,Carduus nutans,24-Jul-14
Apidae,Bombus.bifarius,Melilotus officinalis,24-Jul-14
Megachilidae,Osmia.aff.paradisica,Melilotus officinalis,24-Jul-14
Colletidae,Colletes.fulgidus,Melilotus officinalis,24-Jul-14
Megachilidae,Megachile.angelarum,Campanula rotundifolia,25-Jul-14
Megachilidae,Megachile.pugnata,Taraxacum officinale,25-Jul-14
Halictidae,Lasioglossum.semicaeruleum,Sisymbrium loeselii,25-Jul-14
Megachilidae,Ashmeadiella.bucconis,Heterotheca villosa,23-Jul-14
Colletidae,Colletes.phaceliae,Melilotus officinalis,23-Jul-14
Colletidae,Colletes.kincaidii,Melilotus officinalis,23-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,23-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,23-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,23-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,23-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,23-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,23-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,23-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,23-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,23-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,23-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,23-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,23-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,23-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,23-Jul-14
Megachilidae,Heriades.cressoni,Heterotheca villosa,23-Jul-14
Megachilidae,Heriades.cressoni,Heterotheca villosa,23-Jul-14
Megachilidae,Hoplitis.truncata,Melilotus officinalis,23-Jul-14
Megachilidae,Dianthidium.subparvum,Melilotus officinalis,23-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,23-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,23-Jul-14
Megachilidae,Megachile.pugnata,Gaillardia aristata,23-Jul-14
Megachilidae,Megachile.pugnata,Gaillardia aristata,23-Jul-14
Megachilidae,Megachile.brevis,Melilotus officinalis,23-Jul-14
Megachilidae,Osmia.densa,Melilotus officinalis,23-Jul-14
Megachilidae,Hoplitis.truncata,Melilotus officinalis,23-Jul-14
Colletidae,Colletes.fulgidus,Melilotus officinalis,23-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,23-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,23-Jul-14
Megachilidae,Megachile.frigida,Campanula rotundifolia,23-Jul-14
Megachilidae,Anthidium.mormonum,Melilotus officinalis,23-Jul-14
Megachilidae,Heriades.cressoni,Allium cernuum,23-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,23-Jul-14
Megachilidae,Heriades.cressoni,Melilotus officinalis,23-Jul-14
Megachilidae,Megachile.pugnata,Achillea millefolium,23-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,23-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,23-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,23-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,23-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,23-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,23-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,23-Jul-14
Megachilidae,Heriades.cressoni,Allium cernuum,23-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,23-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,23-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,23-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,23-Jul-14
Halictidae,Lasioglossum.aff.caducum,Allium cernuum,24-Jul-14
Megachilidae,Ashmeadiella.cactorum,Allium cernuum,24-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,24-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,24-Jul-14
Megachilidae,Osmia.pusilla,Melilotus officinalis,24-Jul-14
Colletidae,Colletes.kincaidii,Melilotus officinalis,24-Jul-14
Colletidae,Hylaeus.wootoni,Erigeron caespitosus,24-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,24-Jul-14
Apidae,Bombus.bifarius,Melilotus officinalis,24-Jul-14
Apidae,Bombus.centralis,Melilotus officinalis,24-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,24-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,24-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,24-Jul-14
Apidae,Apis.mellifera,Melilotus officinalis,24-Jul-14
Megachilidae,Megachile.pugnata,Cirsium undulatum,23-Jul-14
Apidae,Melissodes.rivalis,Cirsium undulatum,23-Jul-14
Megachilidae,Heriades.cressoni,Allium cernuum,23-Jul-14
Apidae,Bombus.rufocinctus,Allium cernuum,23-Jul-14
Megachilidae,Heriades.cressoni,Apocynum androsaemifolium,23-Jul-14
Megachilidae,Megachile.frigida,Campanula rotundifolia,23-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,23-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,23-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,23-Jul-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,23-Jul-14
Apidae,Bombus.bifarius,Chamerion angustifolium,23-Jul-14
Halictidae,Dufourea.maura,Campanula rotundifolia,23-Jul-14
Apidae,Bombus.bifarius,Spiraea betulifolia,23-Jul-14
Apidae,Bombus.bifarius,Spiraea betulifolia,23-Jul-14
Apidae,Bombus.bifarius,Spiraea betulifolia,23-Jul-14
Megachilidae,Megachile.relativa,Chamerion angustifolium,23-Jul-14
Andrenidae,Andrena.miranda,Spiraea betulifolia,23-Jul-14
Andrenidae,Andrena.miranda,Spiraea betulifolia,23-Jul-14
Apidae,Ceratina.nanula,Campanula rotundifolia,23-Jul-14
Apidae,Bombus.bifarius,Spiraea betulifolia,23-Jul-14
Andrenidae,Andrena.miranda,Spiraea betulifolia,23-Jul-14
Andrenidae,Andrena.knuthiana,Symphoricarpos albus,23-Jul-14
Apidae,Bombus.occidentalis,Spiraea betulifolia,23-Jul-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,23-Jul-14
Apidae,Bombus.mixtus,Chamerion angustifolium,23-Jul-14
Megachilidae,Megachile.lapponica,Chamerion angustifolium,23-Jul-14
Apidae,Bombus.bifarius,Spiraea betulifolia,23-Jul-14
Apidae,Bombus.bifarius,Lupinus sericeus,23-Jul-14
Apidae,Bombus.bifarius,Lupinus sericeus,23-Jul-14
Apidae,Bombus.rufocinctus,Symphoricarpos albus,23-Jul-14
Apidae,Bombus.bifarius,Hedysarum sulphurescens,23-Jul-14
Apidae,Bombus.mixtus,Hedysarum sulphurescens,23-Jul-14
Apidae,Bombus.bifarius,Trifolium pratense,23-Jul-14
Apidae,Bombus.appositus,Spiraea betulifolia,23-Jul-14
Megachilidae,Osmia.pentstemonis,Chamerion angustifolium,23-Jul-14
Megachilidae,Osmia.bucephala,Hedysarum sulphurescens,23-Jul-14
Apidae,Bombus.bifarius,Trifolium repens,23-Jul-14
Megachilidae,Osmia.montana.montana,Chamerion angustifolium,23-Jul-14
Apidae,Bombus.occidentalis,Spiraea betulifolia,23-Jul-14
Apidae,Bombus.bifarius,Trifolium repens,23-Jul-14
Apidae,Bombus.bifarius,Trifolium repens,23-Jul-14
Apidae,Bombus.rufocinctus,Campanula rotundifolia,23-Jul-14
Apidae,Bombus.bifarius,Spiraea betulifolia,23-Jul-14
Megachilidae,Stelis.montana,Achillea millefolium,23-Jul-14
Colletidae,Colletes.hyalinus.hyalinus,Hieracium albiflorum,23-Jul-14
Apidae,Bombus.bifarius,Chamerion angustifolium,23-Jul-14
Apidae,Bombus.bifarius,Lupinus sericeus,23-Jul-14
Apidae,Bombus.bifarius,Spiraea betulifolia,23-Jul-14
Apidae,Bombus.bifarius,Lupinus sericeus,23-Jul-14
Megachilidae,Osmia.albolateralis,Chamerion angustifolium,23-Jul-14
Andrenidae,Andrena.amphibola,Spiraea betulifolia,23-Jul-14
Apidae,Bombus.bifarius,Hedysarum sulphurescens,23-Jul-14
Apidae,Bombus.appositus,Hedysarum sulphurescens,23-Jul-14
Megachilidae,Megachile.melanophaea,Trifolium repens,23-Jul-14
Megachilidae,Megachile.lapponica,Chamerion angustifolium,23-Jul-14
Apidae,Ceratina.nanula,Agoseris glauca,23-Jul-14
Apidae,Bombus.melanopygus,Spiraea betulifolia,25-Jul-14
Apidae,Bombus.rufocinctus,Campanula rotundifolia,25-Jul-14
Apidae,Bombus.bifarius,Chamerion angustifolium,25-Jul-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,25-Jul-14
Megachilidae,Megachile.lapponica,Chamerion angustifolium,25-Jul-14
Apidae,Bombus.flavifrons,Chamerion angustifolium,25-Jul-14
Apidae,Bombus.bifarius,Chamerion angustifolium,25-Jul-14
Colletidae,Hylaeus.modestus,Spiraea betulifolia,25-Jul-14
Megachilidae,Hoplitis.albifrons.argentifrons,Spiraea betulifolia,25-Jul-14
Megachilidae,Osmia.pusilla,Chamerion angustifolium,25-Jul-14
Megachilidae,Stelis.sp.F6,Chamerion angustifolium,25-Jul-14
Apidae,Bombus.mixtus,Chamerion angustifolium,25-Jul-14
Megachilidae,Megachile.frigida,Chamerion angustifolium,25-Jul-14
Apidae,Bombus.flavifrons,Chamerion angustifolium,25-Jul-14
Andrenidae,Andrena.miranda,Spiraea betulifolia,25-Jul-14
Apidae,Bombus.bifarius,Chamerion angustifolium,25-Jul-14
Apidae,Bombus.flavifrons,Chamerion angustifolium,25-Jul-14
Apidae,Bombus.flavifrons,Hedysarum sulphurescens,25-Jul-14
Megachilidae,Osmia.nigrifrons,Hedysarum sulphurescens,25-Jul-14
Megachilidae,Hoplitis.fulgida.fulgida,Spiraea betulifolia,25-Jul-14
Apidae,Bombus.occidentalis,Spiraea betulifolia,25-Jul-14
Andrenidae,Andrena.miranda,Spiraea betulifolia,25-Jul-14
Apidae,Bombus.flavifrons,Chamerion angustifolium,25-Jul-14
Apidae,Bombus.mixtus,Chamerion angustifolium,25-Jul-14
Megachilidae,Megachile.lapponica,Chamerion angustifolium,25-Jul-14
Apidae,Bombus.bifarius,Hedysarum sulphurescens,25-Jul-14
Andrenidae,Andrena.miranda,Spiraea betulifolia,25-Jul-14
Apidae,Bombus.bifarius,Chamerion angustifolium,25-Jul-14
Apidae,Bombus.bifarius,Spiraea betulifolia,25-Jul-14
Apidae,Bombus.appositus,Hedysarum sulphurescens,25-Jul-14
